CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
19235075,8299,200,19,,19,,,742,,,-523,200,,0,0,763,0,763,0,763,0
19256663,4673,869214,2967547,1660025,989171,318351,13545,2610665,6845,,1232796,200,,6798833,6845580,6689446,156134,0,121075,0,24
19298278,5510,90650,831,,,831,,131700,,,-40219,250,,0,0,,0,0,0,0,
19332302,6190,1,103520,,103479,41,,61414,,,42107,10000,,0,0,2049,0,2049,0,2049,
19794964,4399,1595,1830,980,519,331,,4600,,,-1175,200,,0,0,,0,0,0,0,0
19894076,4621,14115307,2032560,59452,1953976,19132,,5321115,5464446,,5362306,1002000,,575866,1351186,1257968,93218,0,80606,0,7
20202934,5510,39556,210728,6279,182437,22012,177392,228943,,,198733,200,,930191,930043,919408,10635,0,1847,0,10
20203034,5229,3525792,1987639,189981,1328438,469220,68524,5279362,,,302593,200200,,5837707,6015266,5855650,159616,0,116119,0,19
20828459,4941,21192,93169,17223,68736,7210,,274948,,,-160587,200,,288400,288400,295744,0,7344,0,10002,3
20899727,4791,,15202,,14728,474,,584977,,,-569775,200,,25423,25528,507095,0,481567,0,481906,
20949167,3811,1798849,3546929,110340,1746419,1690170,,4480608,,,865170,1000,,4213640,4429720,4018846,410874,0,346632,0,40
21044859,4221,811658,1223770,530461,386341,306968,10320,1271823,,,773925,50400,,1168139,1173049,1124877,48172,0,36506,0,15
21099552,6810,105571,836743,,179284,657459,,792757,,,149557,1000,,0,0,2416,0,2416,0,2416,
21238405,6201,98859,40143,,16708,23435,,20306,,,118696,200,,144037,144048,138605,5443,0,1122,0,1
21246270,2561,1048030,1710070,202749,1139421,367900,,1305125,321962,,1131013,200,,5839103,5959672,4979067,980605,0,823541,0,38
21246289,111,19172174,4415511,2921478,962367,531666,28151,12255936,5016977,0,6342923,200,0,6459520,7945951,6929517,1016434,0,1004913,0,14
21258909,1051,2989,60221,57951,,2270,,66016,,,-2806,1000,,0,0,,0,0,0,0,
21270813,9319,,22222,304,1680,20238,,217,,,22005,200,,7200,7200,,7200,0,6984,0,
21288128,4941,41103,70893,,59230,11663,,72446,,,39550,2000,,10650,12160,6857,5303,0,4983,0,0
21301090,4941,1335154,2434154,18925,971674,1445162,53610,3546187,30980,,245751,200,,6499018,6776462,6701236,75226,0,48880,0,40
21310845,9602,18155,39038,33687,5223,128,,130680,,,-73487,200,,0,0,,0,0,0,0,
21310942,4332,9651,4465,2719,,1746,,498261,,,-484145,200,,450756,450756,493757,0,43001,0,47437,3
21356583,6831,287,161416,,38892,121426,,7710,,,153993,,,171203,172964,77793,95171,0,93441,0,3
32073850,161,2910742,897112,561563,63714,271835,104674,3817677,,,94851,200,,2742450,2874744,2750500,124244,0,94611,0,11
32079534,2562,992779,700993,566951,88257,45785,,1446169,,,247603,200,,672309,698269,529483,168786,0,162059,0,3
32086485,5610,18423,18915,17241,21,1653,,133660,,,-96322,200,,0,0,,0,0,0,0,
32138789,4941,109618,368887,,348445,20442,,175013,,,303492,300,,880581,882020,757078,124942,0,116136,0,3
32144977,9200,946900,4503191,334949,983667,3184575,49665,5039341,,,460415,1005100,,4012869,4248527,4127808,120719,0,120719,0,11
32166061,4120,2180211,4780716,607799,4142694,30223,,5182098,,,1778829,600,,9040028,9940932,8684434,1256498,0,1051635,0,21
32202571,4719,,24981,24898,,83,,69948,,,-44967,200,,0,0,17546,0,17546,0,17546,1
32202644,8621,8162,328353,,324291,4062,,10935,,,325580,200,,190900,191197,104878,86319,0,84406,0,3
32207943,4639,1670,917,917,,,,59692,,,-57105,200,,0,0,,0,0,0,0,
32212524,2561,112568,18298,1550,15568,1180,,135943,,,-5077,200,,25501,25501,23469,2032,0,1777,0,1
32218373,4322,208665,1501341,745510,716335,39496,2982,713759,,,999229,2000,,6112654,6113403,5504311,609092,0,524090,0,17
32284318,2620,754,20248,8942,627,10679,,18479,,,2523,200,,32786,32786,19032,13754,0,12771,0,
32326286,4711,,8,,,8,,75788,,,-75780,200,,0,0,1393,0,1393,0,1393,0
32372762,121,925937,73422,13708,51569,8145,,414219,,,585140,200,,0,180,26369,0,26189,0,26189,
32434474,4941,280912,51452,1138,24196,26118,,230407,,,101957,200,,314763,371118,372117,0,999,0,4710,6
32450305,4616,50196,394278,137213,219960,37105,1628,39852,,,406250,200,,104358,113678,183768,0,70090,0,84350,0
32450321,7112,566,224912,,14286,210626,,3987,,,221491,200,,101874,102141,15311,86830,0,83766,0,
32450356,7022,2407,35206,1680,6861,26665,,7652,,,29961,200,,59850,59850,32931,26919,0,25124,0,
32477653,4941,1242185,477016,9205,466995,816,,1690167,,,29034,300,,3492842,3518829,3514122,4707,0,3954,0,10
32488300,8010,82762,326808,1926,234001,90881,,1798192,,,-1388622,300,,0,0,9747,0,9747,0,9747,
32494093,9529,165,39914,37144,,2770,,3085,,,36994,230,,102344,102344,85065,17279,0,15393,0,1
32511070,3811,295,458270,,108845,349425,,562170,,,-103605,200,,0,0,104413,0,104413,0,104413,3
32523024,3811,354839,1850643,,89906,1760737,,1423467,,,782015,200,,1187506,1189646,544661,644985,0,633110,0,9
32525572,4649,,654916,205936,369284,79696,,456323,,,198593,20000,,1576857,1576858,1532760,44098,0,33949,0,6
32532839,4321,1894,11853,0,1700,10153,0,150,0,0,13597,200,0,3660,3660,22696,0,19036,0,19146,1
32553696,4799,4551,157283,146,14044,143093,10659,8163,,,164330,200,,67895,67895,11464,56431,0,55255,0,
32553726,4799,4015,4129,420,,3709,,26460,,,-18316,200,,2855,2855,7861,0,5006,0,5100,
32558260,4520,60715,240679,207180,7743,25756,,153114,,,148280,200,,667919,667867,597027,70840,0,64161,0,4
32572620,4532,,6022,110,,5912,,5985,,,37,200,,0,0,,0,0,0,0,
32593038,8623,,,,,,,653,,,-653,210,,0,0,,0,0,0,0,
32615586,111,,171606,,,171606,,65279,,,106327,200,,184685,184685,73028,111657,0,106117,0,
32615594,2829,287420,4878338,34279,4765502,78557,,707652,,,4458106,4450,,2399385,2559121,1232190,1326931,0,1028933,0,18
27797830,4771,,690,,,690,,11500,,,-10810,200,,0,0,,0,0,0,0,
27824250,1512,4204940,2560426,976596,1488599,95231,4270,4592240,,,2177396,1300,,7354788,7491524,7121152,370372,0,309183,0,83
27926829,1072,613,233,0,53,180,0,4100,0,0,-3254,200,0,0,0,0,0,0,0,0,0
28048378,4719,233845,1931755,1192857,51487,687411,16110,1560524,,,621186,200,,3809549,3940993,3799053,141940,0,118945,0,23
28069222,4711,1650257,1438663,960533,42944,435186,8976,1937550,,,1160346,200,,10157925,10180789,9830950,349839,0,289756,0,29
28084958,111,,,,,,,0,,,0,,,0,0,,0,0,0,0,
28092586,4719,7102,2041950,1207251,248606,586093,37470,1254682,,,831840,200,,4155686,4540639,4336572,204067,0,176400,0,26
28114900,4613,,25958,7238,5447,13273,,19873,,,6085,210,,91397,91397,84753,6644,0,3902,0,
28130167,4941,396374,1130931,2494,914935,213502,,3021756,,,-1494451,200,,3391595,3548635,3717502,0,168867,0,168867,21
28137700,4711,40610,4427798,18147,4163035,246616,,4755232,,,-286824,200,,15834949,15856940,15744578,112362,0,85803,0,5
28137726,2561,,42696,,2168,40528,,2350,,,40346,200,,81287,81287,24037,57250,0,55042,0,
28159007,8622,4453350,2072421,593955,507340,971126,,1245967,,,5279804,400,,4478166,4769798,1706452,3063346,0,2639159,0,18
28182743,7500,9236,51878,30140,,21738,,2735,,,58379,200,,209476,219009,206887,12122,0,9875,0,1
28196919,113,,3106,,3101,5,,200,,,2906,200,,0,0,,0,0,0,0,
28196927,7820,8503,127171,16678,100064,10429,,40219,,,95455,200,,0,0,,0,0,0,0,0
28239483,4799,9096,170170,82407,29180,58583,,125531,,,53735,600,,553949,559356,547546,11810,0,6216,0,2
28269719,4711,,42916,4198,,38718,,9753,,,33163,200,,21275,21275,18216,3059,0,2421,0,
28408736,1413,36513,490838,99293,312713,78832,0,685907,0,0,-158556,600,0,605785,613367,768228,0,154861,0,159809,20
28427029,4941,79950,700130,28659,352830,304617,30740,233117,71,,577632,200,,1291238,1316358,1011757,304601,0,292124,0,4
28439023,7420,0,34,0,0,34,0,1300,0,0,-1266,200,0,0,0,0,0,0,0,0,0
28439066,4532,14500,212429,50125,132601,29703,,117405,,,109524,200,,1095689,1097418,1010684,86734,0,75548,0,
28485364,4673,,22402,20903,,1499,,20701,,,1701,200,,0,0,,0,0,0,0,0
28499300,1512,2501632,2296997,128665,2139815,28517,-88,3682904,610336,,505301,200,,3900665,4249131,3686444,562687,0,484630,0,94
28548837,4730,1854891,1505165,157487,1021279,326399,71820,925333,,,2506543,200,,4418375,5500090,5483455,16635,0,13973,0,11
28554952,4711,212599,496447,342807,88710,64930,,704530,,,4516,200,,2959129,3001812,2983683,18129,0,2642,0,13
28573512,141,884715,7480127,4222826,3241214,16087,9714,5305161,,,3069395,300,,8701236,6365314,4974360,1390954,0,1198007,0,7
28581426,8622,0,85,0,0,85,0,30015,0,0,-29930,200,0,0,1,664,0,663,0,663,0
28587267,4711,415870,319898,293893,4833,21172,,477746,,,258022,200,,2371045,2390020,2287259,102761,0,90547,0,15
28607925,5630,14215,205931,4606,34664,166661,,41591,,,178555,200,,166114,299919,146613,153306,0,150306,0,4
28639390,6622,103,223,0,42,181,0,6414,0,0,-6088,200,0,0,0,0,0,0,0,0,0
7443447,111,47070,,,,,,34640,,,12430,17430,,0,0,5000,0,5000,0,5000,
7512105,4639,1220300,4328220,2136789,1509649,681782,,5794698,,,-246178,225210,,5355209,6939213,5546856,1392357,0,1392357,0,7
7573226,4673,,482171,336704,140024,5443,,402113,,,80058,200,,274165,274165,233078,41087,0,32862,0,1
7777404,4773,345930,1733400,1085253,573504,74643,101256,1432763,,,747823,200,,5083126,5084009,4995434,88575,0,52972,0,16
7793469,4771,0,18571,16098,25,2448,0,189400,0,0,-170829,250,0,12824,12824,34853,0,22029,0,22413,0
7829759,7112,0,56609,1935,16482,38192,32205,993,0,0,87821,200,0,5748,5748,26418,0,20670,0,20842,1
7872716,4711,,-16008,-30157,14149,,,186949,,,-202957,210,,0,0,,0,0,0,0,
7880530,4711,4356,60821,60675,,146,,704,,,64473,200,,88181,88181,71424,16757,0,14112,0,
7885961,4773,182654,1466561,916727,284531,265303,,1274734,,,374481,200,,2194631,2214346,2026380,187966,0,155405,0,6
7928116,3109,1014683,2654966,2024955,616825,13186,,2452447,,,1217202,303300,,4831522,4921483,4788327,133156,0,107682,0,56
7981020,4531,704551,2381226,1402218,864062,114946,237493,1590456,0,0,1732814,5000,0,1883739,2199161,2170568,28593,0,19788,0,9
8021530,2511,,162439,1931,114199,16980,,84057,,,78382,90000,,0,0,840,0,840,0,840,
8066990,4639,129270,694624,370548,298258,25818,3263,765145,,,62012,200,,5026633,5070058,5023148,46910,0,37736,0,12
8115316,2841,1890869,1989912,222351,1107127,660434,65036,2302584,278396,,1364837,7020,,4266740,4579021,4801840,0,222819,0,222819,74
8115340,4690,836739,3827480,1922992,1830410,73528,,3120813,,,1543406,744465,,3060473,3063458,2853803,209655,0,209655,0,
8180411,161,2026464,2275521,1043621,1070218,161682,,677244,,,3624741,90000,,4137458,4178202,4034465,143737,0,116763,0,13
8189380,4329,182623,57393,50625,3872,2896,,292154,,,-52138,240,,0,0,35101,0,35101,0,35101,
8214719,8690,2465538,591081,195788,216818,176546,746,1028447,0,0,2028918,5000,0,7512300,7576123,6066774,1509349,0,1323052,0,45
8215110,4520,26746,72931,37369,33993,1569,,202323,,,-102646,7200,,323753,323753,408155,0,84402,0,87640,
8274117,4941,161977,272914,71775,197938,3201,,611168,,,-176277,3070,,5600,5600,93043,0,87443,0,87611,
8299456,6831,1095,69016,,46944,22072,,21649,,,48462,200,,5170,5170,1450,3720,0,3565,0,0
8299839,4711,60210,30544,30544,,,,131391,,,-40637,210,,0,0,,0,0,0,0,
8326526,4532,400758,416950,254998,148987,12965,,567091,,,250617,7880,,1587845,1609205,1571639,37566,0,21474,0,8
8326704,4711,,155285,53556,18565,83164,,58949,,,96336,200,,812924,812924,797481,15443,0,7788,0,4
8398468,1091,23401,189219,145673,31145,12401,7619,284677,,,-64438,200,,450932,450932,432201,18731,0,15073,0,2
8542767,4777,52202,1706075,1448461,82343,175271,11512,285572,,,1484217,60000,,2723605,2731060,2454705,276355,0,228189,0,12
8571525,4120,46741,716655,0,13477,703178,0,740340,0,0,23056,1000,0,3211325,3218121,3210735,7386,0,1105,0,30
8610888,7111,,437208,,,437208,,189731,,,247477,200,,218625,218625,151638,66987,0,64761,0,2
8719819,4619,37906,148948,101442,39482,8024,,250619,,,-63765,400,,166997,213235,179831,33404,0,31516,0,1
8763520,4531,9571,1226718,1103414,108963,14341,,738460,,,497829,230,,552978,631111,619691,11420,0,5329,0,4
21356672,7120,117934,71458,,34994,36464,,126564,,,62828,200,,224366,224368,191207,33161,0,30917,0,4
21356710,4941,16843,218151,329,60537,157285,,607996,,,-373002,200,,276116,281149,257345,23804,0,21005,0,2
21372104,4671,,,,,,,0,,,0,,,19916,22604,22007,597,0,0,0,
21453063,322,50314,1267,,326,941,,85790,,,-34209,200,,0,0,,0,0,0,0,
21460737,4120,2224,104996,2761,55050,47185,,61143,,,46077,2500,,207988,207988,204124,3864,0,2360,0,4
21479330,1051,5046467,2383128,1037407,1210888,134833,,8774286,1547637,,-2892328,40000,,8221296,8085003,7899328,185675,0,148247,0,14
21491482,5630,,69,,69,,,2145,,,-2076,200,,0,0,,0,0,0,0,
21574618,4719,131552,3826894,3461376,143039,222479,,1598900,,,2359546,200,,5580344,5580344,4935150,645194,0,549011,0,9
21599809,6820,195737,588,,,,,201856,,,-5531,200,,0,0,,0,0,0,0,0
21606680,111,1023317,3897708,1128543,121078,2648087,,437199,,,4483826,200,,2778889,4496029,3715185,780844,0,652890,0,5
21606701,111,1798975,2586748,1273909,1128114,184725,46015,2954376,401832,,1075530,200,,3616568,4362701,3612763,749938,0,641450,0,
21653142,7810,49303,30408,30275,,133,,138067,,,-58356,200,,0,0,,0,0,0,0,
21653215,5610,4754028,637299,379931,70828,186540,2514,2502002,83864,,2807975,100450,,6867441,6979652,5018562,1961090,0,1905230,0,49
21662493,4719,,200,,,200,,0,,,200,200,,0,0,,0,0,0,0,
21677230,2599,104878,1688241,1066697,619805,1739,,2529162,,,-736043,152625,,5304582,5520159,5836668,0,316509,0,316509,40
21710744,4661,48680,40499,,31044,9455,39034,431371,,,-303158,200,,84000,88444,143371,0,54927,0,54927,2
21719581,4711,1530,30085,29134,,951,,8928,,,22687,200,,487516,487516,481040,6476,0,1600,0,4
21790107,4631,1398,1968,70,13,1885,,3600,,,-234,280,,0,0,,0,0,0,0,
21799904,4941,,38071,3907,22542,11622,,100588,,,-62517,200,,78981,78981,68879,10102,0,8975,0,1
21870303,4110,,8196,1953,4740,1503,,351792,,,-343596,200,,11630,11630,14034,0,2404,0,3184,0
21870419,4941,197628,478591,,193988,284603,,566188,,,110031,200,,1106365,1112070,926232,185838,0,174774,0,7
21907500,4773,244976,1151836,845203,237541,69092,,1319294,,,77518,45300,,3850130,3851391,3809576,41815,0,32158,0,14
21924110,150,,,,,,,8690,,,-8690,4000,,0,0,,0,0,0,0,
21940425,4941,340432,1085523,63133,469593,552797,,3078306,,,-1652351,200,,1622950,1635363,1887885,0,252522,0,267511,7
21967021,4299,,4030,3532,,498,,92004,,,-87974,200,,0,0,,0,0,0,0,
21967099,4941,342175,1117772,6246,575652,535874,,1250800,,,209147,200,,597922,627296,713728,0,86432,0,101697,1
21977262,4941,307915,1745586,756,1729635,15195,40656,1898468,,,195689,200,,3648898,3701373,3462074,239299,0,195102,0,10
21977297,7022,3358,51955,,7599,44356,,3841,,,51472,2000,,7560,7560,4467,3093,0,2866,0,0
22032054,111,848809,5256087,2064551,2617157,574379,-140380,7815116,-731743,,-1118857,1200,,1775989,3353008,7569876,0,4216868,0,4216868,5
22048646,7022,,161,,,161,,18021,,,-17860,200,,0,0,,0,0,0,0,
22048662,4690,246821,36014,28238,7776,,,278721,,,4114,50400,,151419,179215,177126,2089,0,299,0,3
22073437,4778,124780,132866,,132857,9,,974802,,,-717156,200,,0,0,,0,0,0,0,
8014753,4773,651451,1689395,403660,1257963,27772,,2008115,,,332731,300,,2685980,2706770,2618699,88071,0,71070,0,10
8064875,4649,4729837,2685963,1640793,505314,539856,11,4780726,,,2635085,72180,,5046884,5271706,4847851,423855,0,361405,0,
8087593,4673,1777721,2324893,2314831,,10062,,3250035,,,852579,20000,,2804891,2804892,2707040,97852,0,78812,0,17
8188520,4711,32071,39312,36169,1275,1868,,68353,,,3030,210,,633250,633250,621922,11328,0,5431,0,3
8298671,4743,7527,327175,290213,34552,2385,,186266,,,148436,1000,,501849,501849,496065,5784,0,0,1574,3
8298973,4752,1577621,1513988,1326715,164291,22982,6996,1719269,,,1379336,1400,,7549489,7602406,7387808,214598,0,178418,0,24
8325598,4222,726948,1229232,276324,626385,326523,5820,565908,6094,,1389998,200,,2646700,2601555,2319327,282228,0,239592,0,16
8359620,4711,14150,76297,72118,223,3956,,166502,,,-76055,210,,175896,176652,200094,0,23442,0,25209,2
8387078,220,557368,2558023,311793,2218365,27865,2791,2695901,,,422281,200,,9909682,9920419,9598018,322401,0,274451,0,3
8423251,4941,2428,304984,107239,197603,142,,892021,,,-584609,12300,,48010,48010,25601,22409,0,20993,0,1
8541990,4711,93747,149015,150562,,-1547,,340487,,,-97725,210,,1230587,1255437,1341845,0,86408,0,97935,10
8619208,1623,4084070,1930056,880403,999251,50402,5563,3296047,130954,,2592688,200000,,6010177,6813370,6705700,107670,0,43182,0,86
8650092,4711,289686,131839,,126129,5710,,215591,,,205934,200,,0,0,,0,0,0,0,
8685775,1413,1096881,666386,263526,394423,8437,,942332,27684,,793251,40000,,2231126,2546220,2541787,4433,0,1848,0,
8689661,4932,479428,3796862,1890703,1870740,35419,,3350801,,,925489,200,,11851254,11917801,10818473,1099328,0,922926,0,40
8862664,4672,1479463,2787182,1636281,421423,729478,651,252223,,,4015073,210,,2101115,2117532,1648832,468700,0,447954,0,10
9008008,4711,154888,156155,142380,6987,6788,,471275,,,-160232,4400,,1082302,1082302,1085734,0,3432,0,13576,7
9127483,1051,2036495,1767363,545707,1194417,20325,357719,1657845,,,2503732,300000,,6124465,6389584,6311127,78457,0,65083,0,28
9185158,8690,1509406,1278710,87032,1115261,76417,14338,1285648,0,,1516806,27300,,5550697,5755313,5567127,188186,0,147532,0,49
9189788,4764,231520,66432,3793,31264,31375,,14164,,,283788,200,,57958,57958,42851,15107,0,13992,0,
9205077,4222,1266640,1849324,997533,493832,357959,,895623,254949,,1965392,220,,3017996,3158229,3130435,27794,0,21351,0,19
9251154,4520,1278812,1550244,40708,1308478,201058,52995,1147127,256544,,1478380,200,,2857449,2977786,2530207,447579,0,383732,0,14
9347187,4711,64747,13073,11864,1117,92,,280960,,,-203140,200,,271779,271779,293630,0,21851,0,24570,3
9532516,3109,2295947,1798125,819854,930883,47388,,1801931,,,2292141,347820,,3128316,2727116,2704297,22819,0,11564,0,35
9541840,4711,139060,81707,71583,9812,312,,289389,,,-68622,5200,,85676,85676,96073,0,10397,0,11178,1
9552254,4532,1155246,1045277,434674,406398,204205,,985294,,,1215229,1000,,3530174,3611289,3404018,207271,0,170107,0,20
9582590,4941,1535348,1506413,3034,1478329,25050,54912,812077,,,2284596,39700,,4488860,4655199,3650967,1004232,0,847615,0,
9668837,4673,1441099,4800457,562944,1434955,2802558,,229920,,,6011636,20000,,9951211,10283546,7339247,2944299,0,2474067,0,24
28889435,4941,4923,4082,3111,866,105,350,5335,,,4020,200,,2890,2890,0,2890,0,2804,0,0
28957238,4120,590,4385,1472,2,2911,,21531,,,-16556,200,,0,0,,0,0,0,0,
29289099,4941,140275,267597,177478,65815,24304,,345416,,,62456,200,,478508,478612,469784,8828,0,4043,0,1
29377123,220,12529,49838,,10000,39838,,2219,,,60148,200,,128951,128951,85066,43885,0,42595,0,1
29405061,4711,,3,,,3,,9155,,,-9152,200,,0,0,,0,0,0,0,
29435429,5630,,,,,,,1164,,,-1164,200,,0,0,,0,0,0,0,0
29529159,5610,15954,271647,63820,29182,178645,19016,196375,,,110242,220,,1447241,1455140,1376059,79081,0,62473,0,12
29591835,4120,1152470,678491,437652,236781,4058,,1238894,539317,,52750,1000,,1346199,1584667,1566485,18182,0,3321,0,22
29591878,4941,,2460469,,2371243,89226,1455,1778207,,,683717,400,,8335024,8351592,7815510,536082,0,453978,0,1
29692490,9602,0,6040,0,5930,110,0,261127,0,0,-255087,200,0,9139,9140,42110,0,32970,0,33062,3
29737443,4120,770256,1613870,156296,1222482,235092,1514,1916255,,,469385,200,,2584807,2729499,2167872,561627,0,513741,0,22
29764707,4322,311583,1666714,802631,631373,232710,-178,1886308,,,91811,200,,3572510,3567520,3526967,40553,0,30305,0,9
29839621,7112,,853,,20,833,,12951,,,-12098,400,,18011,18025,14922,3103,0,3103,0,1
29846360,1071,61645,33404,23549,8799,1056,,61861,,,33188,200,,1476090,1476546,1259098,217448,0,203763,0,10
29883554,4520,0,18874,0,16025,2849,0,25690,0,0,-6816,200,0,75478,75478,80135,0,4657,0,5412,7
29883597,4711,30543,438648,251423,67358,119867,3063,98439,,,373815,200,,1061893,1077407,810665,266742,0,255586,0,1
29901065,5630,57511,54940,,12088,42852,,1103,,,111348,200,,162201,162201,64442,97759,0,92892,0,
29961075,4711,,1161,596,,565,,9455,,,-8294,200,,0,0,,0,0,0,0,
30034382,4120,,230873,172258,32929,25686,,347032,,,-116159,200,,188546,188546,207735,0,19189,0,21622,3
30042920,4120,141000,209315,66467,85556,57292,,194974,,,155341,200,,163039,171268,304653,0,133385,0,135015,6
30118360,1610,2155520,707811,137336,558424,12051,,2408364,,,454967,400,,2173238,2744045,2658031,86014,0,72242,0,32
30123587,4729,12618,8202,,3406,4796,,81687,,,-60867,,,0,0,,0,0,0,0,
30231791,2512,,120210,3161,111067,5982,,117294,,,2916,200,,375230,375230,362533,12697,0,8945,0,2
30343388,8623,,10710,,5295,5415,,57100,,,-46390,200,,106700,106715,100820,5895,0,4828,0,2
30416145,5229,1359996,2655432,82000,1894318,679114,1,2720854,,,1294575,200,,5947559,6061297,6002705,58592,0,30382,0,27
30489252,4791,159967,157609,48319,7868,101422,,12324,,,305252,200,,470410,477604,190469,287135,0,282431,0,1
30520102,4941,590,3864125,,3461668,402457,,2271220,,,1593495,200,,11503000,11544804,11128974,415830,0,346680,0,10
30551354,4941,61939,53407,,43583,9824,,163911,,,-48565,200,,299359,301376,344738,0,43362,0,46382,2
30640346,5610,15723,47720,44216,2040,1464,,355956,,,-292513,200,,294545,294586,347409,0,52823,0,55768,6
30660580,4941,254293,530049,,293918,236131,,673164,,,111178,45200,,1063151,1396166,1358094,38072,0,31948,0,3
30691129,3109,643023,2107030,376943,1622674,107413,,1926777,490572,,332704,200,,5882702,6054064,6617223,0,563159,0,563159,23
30728066,4711,213707,214471,94209,94480,25782,,432538,,,-4360,200,,1155078,1155078,1156719,0,1641,0,12475,10
8888222,4120,19289,1473839,301009,26416,1146414,5666,1348097,,,150697,200,,1934120,2199687,2113071,86616,0,70750,0,20
8944560,4941,,,,,,,72440,,,-72440,200,,0,0,279,0,279,0,279,0
8949818,4673,8435,829947,739611,28857,61479,,693039,,,145343,2700,,3152691,3387262,3374462,12800,0,10412,0,
9042069,8623,758089,796373,196632,124908,474833,,353102,,,1201360,3720,,3285507,3285651,3053831,231820,0,197423,0,46
9042077,3101,1042427,2394315,210333,984879,1199103,,296864,,,3139878,200,,3526652,3544484,2950980,593504,0,508441,0,19
9122494,4321,1464785,3147902,584563,2463161,100178,,4210744,,,401943,200,,5835938,4634180,4253183,380997,0,313544,0,22
9197900,220,396894,666546,169462,244051,253033,,450458,,,612982,500,,3190909,2551534,2516830,34704,0,29415,0,21
9297518,1520,3005882,6087977,26184,5906777,155016,,4944937,,,4148922,7000,,553067,816090,721775,94315,0,86400,0,4
9297631,1511,1211195,2633983,132414,2054222,447347,-4,1146944,,,2698230,1000000,,2897283,2993174,2355482,637692,0,551947,0,33
9330339,2511,404508,2235116,998110,413759,823247,18,443518,,,2196124,7650,,3947409,3921166,3567664,353502,0,301755,0,16
9432207,4776,,4184,3938,224,22,,615576,,,-611392,5130,,39411,39411,86486,0,47075,0,47469,3
9449497,811,10909333,2246496,630798,802578,813120,62045,394913,1130,102700,12719131,343873,,2098872,2703496,2207235,496261,0,425813,0,20
9449560,1623,,225,,,225,,17116,,,-16891,200,,0,0,,0,0,0,0,
9463459,4520,6385,829174,697075,18447,113652,,776404,,,59155,200,,219459,233872,189268,44604,0,42265,0,4
9586710,7022,210207,216067,,174498,41569,,171134,,,255140,200,,344797,382617,116505,266112,0,254626,0,0
9598090,4711,,,,,,,0,,,0,,,0,0,0,0,0,0,0,
9672870,4711,365936,860860,726546,34872,99442,25,2050966,,,-824145,200,,3919777,3967421,3909745,57676,0,57676,0,18
9672889,5210,4623330,4662117,453639,3902096,306382,,2024629,,,7260818,2435260,,579994,606843,1347014,0,740171,0,740171,22
9712800,4520,,118,,,118,,87003,,,-86885,200,,0,0,,0,0,0,0,
9738193,1091,1004621,607987,19071,419765,169151,,713627,,,898981,350000,,2627481,2471722,2272006,199716,0,169800,0,11
9770623,1071,573307,1251124,123429,113742,1013953,,314146,,,1510285,45000,,2759983,2776095,2646578,129517,0,105031,0,31
9825303,2222,,16249,,3441,12808,,374,,,15875,200,,5871,5871,9126,0,3255,0,3487,1
9851272,4932,20385,11415,,11389,26,,178646,,,-146846,200,,37283,37283,38720,0,1437,0,1810,
9869369,1610,104581,147687,,-19821,167508,,2956,,,249312,208800,,25253,327897,108558,219339,0,216188,0,
9933844,4711,48423,55523,1512,1800,52211,,295877,,1581,-193512,800,,683437,683438,570707,112731,0,105864,0,5
9998843,4941,1339118,651746,175442,401655,74649,43134,1697488,,,336510,1000,,3771120,3823562,3810062,13500,0,6454,0,24
10042399,4941,218394,77575,374,65987,11214,,147121,,,148848,400,,410121,428598,446017,0,17419,0,21516,3
10050243,1330,1032809,903523,150780,337502,415241,36364,600609,,,1372087,500,,3464877,3490892,2945327,545565,0,450387,0,48
10064435,4719,109145,501327,289950,26664,184713,330000,913558,,,26914,200,,3929022,3936582,3903638,32944,0,26714,0,16
10074200,2511,511359,976851,605243,315785,55823,,341768,,,1146442,124720,,2747531,2822633,2752795,69838,0,59735,0,30
22090233,2341,23412,1639776,270535,1306762,62479,862,1552488,,,111562,45000,,3025711,2978405,2956262,22143,0,6747,0,66
22119194,6810,2742,14,,,14,,321741,,,-318985,200,,0,0,,0,0,0,0,
22134739,4791,,125830,,78908,46922,,88744,,,37086,300,,80651,183841,104578,79263,0,76560,0,
22173118,9001,638699,474761,309581,86833,78347,,915542,,,197918,200,,80052,124869,205388,0,80519,0,84265,
22233384,2223,9240291,2076074,1036469,784097,255508,14567,15151558,,,-3820626,120000,,1755338,3332429,3978076,0,645647,0,645647,11
22255200,111,0,28258,28258,,,,80461,,,-52203,200,,0,0,,0,0,0,0,0
22320405,5630,,5773,5655,,118,,193080,,,-187307,200,,74424,74424,83226,0,8802,0,9795,1
22340461,4311,40684,3289711,,2763435,526276,,4368194,,,-1037799,800,,8403,9938,153266,0,143328,0,143412,5
22505250,2312,854523,1811126,468458,1245206,97462,172,1883447,3876,,778498,2300,,6267082,6325570,6265911,59659,0,49853,0,21
