CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
22524103,4941,178,55,,34,21,,400,,,-167,1000,,0,0,,0,0,0,0,
22563730,113,100780,432104,268807,161615,1682,,324633,12143,,196108,244,,1681275,2069546,2055446,14100,0,2785,0,25
22666779,4299,492419,874806,107790,82896,684120,183388,447821,,,1102792,200,,1542760,1736678,1692267,44411,0,32558,0,9
22688491,9512,450,196629,64440,61285,70904,,6878,,,190201,200,,150744,150744,106482,44262,0,39740,0,
22705150,4941,6056816,5819826,0,5666964,152862,54263,5796079,0,0,6134826,62400,0,4339508,4724249,2136678,2587571,0,2173560,0,0
22729451,4120,50000,96082,,32957,63125,,594,,,145488,200,,0,0,,0,0,0,0,
22729516,111,27124665,6653600,3551274,1326870,1775456,20583,543665,3450663,,29804520,35934820,,2917863,4026333,5025573,0,999240,0,999240,6
22754064,4941,106017,54411,,12637,41774,,79541,,,80887,200,,202372,202372,213905,0,11533,0,13557,2
22787363,7022,,23625,,6500,17125,,5945,,,17680,200,,0,0,,0,0,0,0,
22852739,4120,,200,,,200,,256,,,-56,200,,0,0,256,0,256,0,256,0
22952460,4120,,30862,,16775,14087,,65528,,,-34666,200,,4234,4234,44103,0,39869,0,39912,2
23024181,812,4804228,3337033,774505,536670,2025858,,5494842,,,2646419,300200,,8091032,10855937,8198784,2657153,0,2238053,0,27
23074430,5510,93672,247746,99561,101412,46773,,45028,,,296390,200,,519328,520265,325977,194288,0,185856,0,6
23092275,5229,,389859,,328503,61356,,318532,,,71327,200,,1213140,1213140,1187876,25264,0,13134,0,3
23130310,4711,564334,138785,122895,0,15890,,342065,,,361054,200,,2587397,2614872,2553365,61507,0,50714,0,8
23178750,5210,24224591,2721771,5469,1987439,728863,0,16139188,,,10807174,35498440,,2444463,2893198,4268838,0,1375640,0,1375640,11
23265848,4520,,18661,,18038,623,,1167633,,,-1148972,200,,98849,98850,206409,0,107559,0,108548,5
23343580,6920,5491,81404,7878,42037,31489,,3406,,,83489,1000,,206830,206830,140806,66024,0,61780,0,2
23343717,4120,,,,,,,0,,,0,,,0,0,,0,0,0,0,
23388271,1624,,2188,,2149,39,,23287,,,-21099,200,,0,0,0,0,0,0,0,
23388360,2511,,66752,26,15881,50845,,23446,,,43306,200,,0,0,,0,0,0,0,
23409498,4724,701581,901636,681934,31671,188031,36691,1062450,,,577458,200,,4456321,4458178,4232273,225905,0,183981,0,12
9762620,729,43592816,5171186,91882,3292838,1786466,1409116,1645855808,982650,5865725,-1602531065,14225206,,42029,224533016,132277987,92255029,0,92255029,0,30
9776561,4752,1585349,1304887,282761,986940,35186,,1998431,,1251439,-359634,19000,,1942605,1967230,2411728,0,444498,0,444498,
9936085,5590,2162272,262929,111565,43628,107736,,1164233,,,1260968,200,,1676113,2421568,2353857,67711,0,50345,0,
9967570,1071,681459,321461,199236,5992,116233,0,836158,0,0,166762,200,0,4988592,5307023,5205297,101726,0,85414,0,28
9995936,124,1164027,1180127,844014,139677,196436,,1153350,,,1190804,200,,2183865,3139166,1930377,1208789,0,1190604,0,8
10116461,4120,2790699,9556803,8558732,423731,574340,322658,6874367,,,5795793,197655,,6885936,8350712,7378610,972102,0,834001,0,59
10186653,4520,1175661,951259,172086,538939,240234,,797525,1008,,1328387,1230,,6020417,6150525,6140902,9623,0,2685,0,30
10237641,4789,,,,,,,0,,,0,,,0,0,,0,0,0,0,
10313242,4711,,2145,2145,,0,,9288,,,-7143,200,,0,0,,0,0,0,0,
10339226,2599,923310,156292,35321,8540,112431,,1383843,,,-304241,90457,,94002,1670923,866354,804569,0,784848,0,2
10373155,220,1299853,581237,402503,167995,10739,,473896,,,1407194,10200,,1904322,1793217,1756589,36628,0,26301,0,26
10478933,4673,1037343,206408,120699,82408,3301,2509,1121905,,,124355,100000,,120206,146826,151120,0,4294,0,5762,3
10626827,4690,70583,195542,28848,73750,92944,,173834,,,92291,300,,439392,440690,281450,159240,0,153559,0,
10643364,4711,144082,953704,579734,41002,332968,,699921,10356,,387509,200,,5201658,5256628,5216148,40480,0,31611,0,20
10653597,4932,,790079,559166,177394,53519,,694951,,,95128,3660,,2247591,2300325,2193131,107194,0,88159,0,
10677146,4711,489017,512696,305840,144690,62166,,430989,,,570724,200,,3831326,4418600,4313587,105013,0,72392,0,14
10749587,5630,,7110,1914,2522,2674,,33676,,,-26566,200,,58833,58833,44900,13933,0,13345,0,1
10789930,4711,639454,1447561,561636,119801,766124,385,1836261,,,251139,200,,6692098,6714071,6634830,79241,0,65865,0,25
10841728,4773,98142,794200,144359,644326,5515,,711919,,,180423,10200,,890304,900144,879672,20472,0,11580,0,6
10890984,4941,1207708,577536,43766,528652,5118,18904,1162781,,,641367,35070,,3514704,3620514,3500299,120215,0,89894,0,10
10977925,4520,18697,18864,13648,3064,2152,,49713,,,-12152,200,,109530,109530,107683,1847,0,752,0,1
10991911,4711,97204,2441902,2135611,73746,232545,,1488215,,,1050891,900200,,7978438,7988936,7688578,300358,0,255430,0,25
10995972,141,8375768,15387209,10615829,4543488,227892,181273,21505620,187189,,2251441,,,5763195,8806214,8323678,482536,0,387431,0,34
11033399,161,1506768,8186962,1943694,311622,5931646,,2125574,128833,,7439323,200,,4787773,5018252,3346440,1671812,0,1424572,0,12
11095545,1107,755968,2499669,148962,1873160,477547,,1629802,,,1625835,100000,,5917984,6000004,5684399,315605,0,267020,0,27
11137098,1610,485515,64236,15426,40912,7898,,135173,,,414578,200,,253384,253474,156224,97250,0,94716,0,3
11251687,4711,985913,478378,113306,46352,318720,,1037220,,,427071,210,,3539338,3912446,3730824,181622,0,173147,0,23
11372387,4771,464,9524,8875,2,647,,81707,,,-71719,200,,0,0,,0,0,0,0,
11563816,2511,1044141,1240763,217765,742175,280823,0,1517350,0,0,767554,100200,0,4575900,4617834,4413744,204090,0,154111,0,19
30736310,1610,145800,3152677,1252149,1522468,378060,,2091569,,,1206908,200,,3435642,3476463,3179114,297349,0,249271,0,11
30809578,4941,1066080,3761371,872705,3122269,-233603,,3637281,,,1190170,200,,8021141,9826443,8820023,1006420,0,851673,0,20
30815103,5630,,64804,,,64804,,29529,,,35275,200,,228961,228961,207383,21578,0,19381,0,3
30831486,130,2030,48197,45045,,3152,,1220,,,49007,220,,74390,74390,25876,48514,0,46252,0,
30922126,8010,747935,2744562,132696,2383248,228618,41336,3713490,,,-179657,210210,,9742172,9862397,10034435,0,172038,0,172038,357
30926594,4120,25110,629974,,52094,577880,11743,54737,,,612090,200,,309045,309047,253283,55764,0,52673,0,2
31021747,5630,,6439,6439,,,,6160,,,279,200,,0,0,,0,0,0,0,
31025390,6520,75560,57959,48872,8989,98,,88817,,,44702,200,,167829,167829,219247,0,51418,0,53096,
31080816,4711,46105,31155,26981,,4174,30,196143,,,-118853,200,,191359,191359,236968,0,45609,0,47523,4
31086150,220,109084,3847755,1251763,2535116,60876,491292,3326776,,,1121355,210,,8821657,9066102,7802844,1263258,0,1120542,0,
31100662,8121,3697,122162,,100000,22162,,0,,,125859,200,,0,0,,0,0,0,0,
31139905,150,544796,588860,296613,267847,24400,,917870,,,215786,200,,334824,528153,514194,13959,0,10611,0,1
31159120,4711,,34973,26813,,8160,,829,,,34144,200,,43631,43631,32981,10650,0,9341,0,
31181233,6201,304135,614570,,570979,43591,,830990,,,87715,200,,5978318,5981586,5953070,28516,0,12332,0,51
31190819,150,,8659,,1500,7159,,27490,,,-18831,200,,94370,94370,123670,0,29300,0,30241,1
31204469,2223,311638,1235090,17,574833,660240,,1045726,,,501002,200,,4381365,4399336,4253004,146332,0,126083,0,18
31204485,4211,5000,327843,,22597,305246,,165905,,,166938,200,,715757,715757,652011,63746,0,56588,0,
31211610,4520,109538,57616,18027,37907,1682,,320917,,,-153763,200,,431831,431831,425982,5849,0,1530,0,2
31318943,4120,,155015,,85460,69555,,17620,,,137395,200,,316560,316560,175585,140975,0,137809,0,6
31350758,5210,182840,1495329,557167,1115115,-176953,,787093,,,891076,5000,,9479203,9526346,9290011,236335,0,199399,0,11
31364010,220,1500,2856,,2833,23,,22319,,,-17963,200,,0,0,,0,0,0,0,
31416020,1419,1205397,810559,70867,441873,297819,,1727499,,,288457,55200,,6027594,6120271,5971494,148777,0,97873,0,162
31558423,5520,982,200,,,200,,982,,,200,200,,0,0,,0,0,0,0,
31572096,5630,,8369,,83,8286,,9944,,,-1575,200,,5967,5967,,5967,0,5788,0,
31698087,5630,,117429,7099,15674,94656,,43354,,,74075,200,,139509,139551,84273,55278,0,53883,0,3
31709062,5610,348589,13875,423,10682,2770,,122612,,,239852,200,,604101,604101,374663,229438,0,223397,0,15
31713330,4721,,4166,2679,,1487,,111726,,,-107560,200,,100920,106544,115942,0,9398,0,10407,2
31968857,7820,189,48407,,25642,22765,,2164,,,46432,200,,0,0,,0,0,0,0,
32000394,4711,17694,755049,473161,275270,6618,,608018,,,164725,200,,3537223,3538679,3485250,53429,0,44025,0,12
32000459,4729,733820,91381,53605,18241,19535,,785229,,,39972,200,,538482,734606,706887,27719,0,22334,0,3
32012437,1623,,63728,144,60819,2765,,31444,,,32284,200,,101815,101815,95638,6177,0,5159,0,3
32307780,2511,7976881,2412279,98335,2301968,11976,,2613001,,,7776159,200,,2106350,2801350,1527149,1274201,0,1248787,0,6
10129780,4618,160092,3394277,2856502,279271,258504,,2818569,,,735800,200,,3799695,3809255,3599707,209548,0,206531,0,11
10298223,4520,398207,1944188,1564959,373822,5407,,1161655,,,1180740,200,,1587184,1597817,1359366,238451,0,220098,0,11
10298258,9311,1491529,355796,182483,80259,93054,0,4655089,0,0,-2807764,93200,0,1565050,1658056,1610716,47340,0,30934,0,20
10313641,4711,151874,4441659,3872504,557701,11454,3941,4019986,,,577488,2500000,,5606977,5795108,5769839,25269,0,21824,0,28
10419414,111,594299,608663,418444,156652,33567,5739,284209,11329,,913163,200,,1365390,2136558,1837398,299160,0,288944,0,4
10478003,5510,241933,26859,,41,26818,,272065,,,-3273,200,,15133,15133,2544,12589,0,12134,0,
10575944,1520,875084,141529,47760,93669,100,,1120429,,,-103816,118000,,124009,165799,286551,0,120752,0,122854,1
10589621,1520,2403391,4803805,2320809,2469129,13867,6753,4175818,,,3038131,267840,,4659897,4571074,4466025,105049,0,75682,0,49
10653473,4711,172748,96552,67068,,29484,,139493,,,129807,100000,,1600944,1601137,1571509,29628,0,24807,0,9
10765930,1071,4169,658,,583,75,,44299,,,-39472,200,,0,0,0,0,0,0,0,0
10784150,111,4093622,320824,,303884,16940,,1576656,2830396,,7394,300000,,91953,141585,191469,0,49884,0,49884,1
10802761,4721,1863,3694,2737,944,13,,41315,,,-35758,200,,0,0,,0,0,0,0,
10804282,1071,7558104,1030896,610435,127699,292756,139760,7655339,916065,,157356,62000,,2194969,2664108,2602553,61555,0,52267,0,30
10833180,5630,2375,55325,36682,8164,10479,,157233,,,-99533,200,,284954,284954,188291,96663,0,93813,0,3
10833369,4641,236011,5327242,1227624,2059683,2039935,5869,131134,,131581,5306407,17400,,2858391,3093634,3295843,0,202209,0,202209,8
10870804,7022,,41225,53,41079,93,,46262,,,-5037,200,,0,0,3552,0,3552,0,3552,
10889335,4774,659946,3336627,2730408,210240,395979,,193557,,,3803016,200,,4054197,4086162,3231289,854873,0,729539,0,22
11004571,4941,542409,1509151,,1429862,79289,51179,2038230,,,64509,400,,6054596,6071330,6023366,47964,0,36071,0,10
11039430,4532,1909346,4280674,3434143,842118,4413,,1656432,,,4533588,100000,,12286821,12287074,11650729,636345,0,524906,0,14
11137861,4634,118517,1243552,361233,841139,41180,,1015863,,,346206,200,,1733980,1748565,1584837,163728,0,145154,0,4
11155558,1412,156315,1016513,261741,583681,171091,18042,994829,557,,195484,400,,4453700,4447884,4188571,259313,0,193301,0,22
11197987,4520,,3558,2143,1350,65,,19437,,,-15879,200,,0,0,,0,0,0,0,0
11261656,6820,25505307,17060717,,6504878,10555839,14815,366614,,,42214225,920,,4608087,13694269,2495626,11198643,0,10827397,0,2
11360943,220,0,0,0,0,0,,0,,,0,0,,100485,598534,598534,0,0,0,0,
11470601,7500,103569,137944,111190,17771,8983,,271904,,,-30391,210,,513664,513664,506474,7190,0,2420,0,6
11508161,6820,1269583,1091133,,1081141,9992,,554622,32153,,1773941,333200,,0,0,163,0,163,0,163,
11508218,4321,1858720,1261487,25109,1004031,232347,0,3525144,108778,0,-513715,2895200,0,339601,892980,1463109,0,570129,0,570129,0
11660703,6810,49363611,7413752,,7408205,5547,276687,23725865,,,33328185,114400,,2302532,3981195,2502482,1478713,0,1368573,0,9
11866127,4649,402727,2681328,1569952,1034983,76393,3782,1406764,0,0,1681073,40400,0,5064472,5067824,5010132,57692,0,27246,0,10
11866143,1413,2277774,176298,,112655,63643,,3218190,,,-764118,7400,,67500,77206,193747,0,116541,0,117313,
23409617,111,38412,76023,36725,38425,873,,76855,,,37580,10000,,66269,88011,146028,0,58017,0,58631,2
23440140,4941,2193333,1031713,885704,65404,80605,,1778868,,,1446178,200,,5887109,6443853,5571196,872657,0,672124,0,27
23523947,7911,742,522,,488,34,0,21854,0,,-20590,200,,0,0,,0,0,0,0,
23524012,4120,262,123343,111648,12538,-843,200,74027,,,49778,200,,271220,271241,241264,29977,0,27264,0,4
23575806,1610,167073,566793,394449,363657,-191313,,163529,,,570337,200,,1021694,1179751,1017626,162125,0,150328,0,6
23575814,240,698,473,,16,457,,0,,,1171,700,,0,0,,0,0,0,0,
23595790,4211,154191,1581583,12738,1238071,,,1154760,,,581014,200,,1020314,1027760,1055835,0,28075,0,38352,11
23652704,9511,39884,27029,26476,440,113,,40662,,,26251,400,,90914,90914,80654,10260,0,7533,0,1
23669935,4799,,1390965,,745389,645576,,947204,,20085,423676,50000,,1613353,1613745,1834969,0,221224,0,221224,
23738725,6810,9180573,2309711,2838,1821425,485448,82074,15177754,0,0,-3605396,1000,0,3859,9954,99059,0,89105,0,89105,0
23768459,4532,560287,256552,253792,371,2389,0,2041396,0,0,-1224557,200,0,29070,40555,148721,0,108166,0,108457,2
23874875,5229,,188218,,188218,,,168624,,,19594,200,,0,0,,0,0,0,0,
23883580,4322,35719,54365,45909,5915,2541,,159815,,,-69731,200,,62177,62182,68310,0,6128,0,7993,0
23911639,4778,,500,,,500,,0,,,500,500,,0,0,,0,0,0,0,
23947365,4120,141315,374604,35699,259207,79698,,417479,,,98440,1000,,971987,1072910,1014161,58749,0,53816,0,12
23970813,4941,347,6135,2550,,3585,,1315,,,5167,200,,0,0,,0,0,0,0,
23993418,4675,,26802,20,3634,23148,,0,,,26802,1000,,0,0,491,0,491,0,491,
24001682,4532,592,72772,58324,1691,12757,,14133,,,59231,200,,437061,437813,477834,0,40021,0,44052,3
24001780,141,109285,277935,140085,132027,5823,,581000,,,-193780,200,,72797,260156,418408,0,158252,0,160443,2
24024031,4674,1341761,3287409,593404,916992,1777013,1081,2234123,,,2396128,300,,3910283,3918983,2395731,1523252,0,1291801,0,10
24036893,3812,1336767,730471,78874,640180,11417,,1338915,,,728323,210,,7685579,7791543,6875562,915981,0,727871,0,16
24036982,4120,103736,380239,170390,172495,37354,,693796,,,-209821,200,,685123,811435,887678,0,76243,0,83921,
24117580,7911,2135,128129,,87762,40367,,114583,,,15681,200,,114065,129253,115909,13344,0,11977,0,2
24120756,5630,,2726,2393,331,2,,6103,,,-3377,200,,0,0,,0,0,0,0,
24135587,7022,250917,533246,231238,302008,,,935299,,,-151136,200,,212426,395818,386770,9048,0,5548,0,2
24169563,5229,,59476,,58005,1471,,184477,,,-125001,200,,0,0,,0,0,0,0,
24181893,4941,689677,691174,0,673025,18149,2167,987947,0,0,395071,210,0,4362405,4427053,4213773,213280,0,169559,0,14
24253019,6820,472140,135576,2022,82334,51220,,39220,,,568496,6396,,229261,229266,242500,0,13234,0,15527,5
24266639,220,2046477,1862432,1208005,592469,61958,,2295566,763226,,850117,536180,,3274722,3082177,3068712,13465,0,10558,0,26
24276080,4120,,71858,4195,44248,23415,,9505,,,62353,200,,137350,137350,91925,45425,0,41304,0,
24276128,4941,686896,1820226,,656483,1163743,,1783862,,,723260,1550,,1474919,1480659,815108,665551,0,650802,0,3
24454454,6831,2200,869,757,77,35,,26378,,,-23309,200,,0,0,,0,0,0,0,
11750385,4532,1547,77534,75542,901,1091,,142366,,,-63285,200,,0,0,,0,0,0,0,0
11775398,4641,7569273,7929969,4904861,2363552,661556,39482,5189442,0,,10349282,584020,,7503141,7897904,6134716,1763188,0,1462422,0,11
11864550,141,1732248,1946054,564189,189076,1192789,,461054,368656,,2848592,200,,2410236,3348793,2537458,811335,0,793897,0,15
11940045,150,564787,572324,228139,230843,113342,63,807358,26055,,303761,200,,953034,1142771,1074939,67832,0,62203,0,9
11996364,4673,2462605,938012,578566,157092,202354,,2016560,,,1384057,1300,,2497388,2672340,2239588,432752,0,366980,0,10
12002501,2822,282015,660136,220649,604247,-164760,2864,568755,8740,,367520,200,,1957540,1857336,1819053,38283,0,18894,0,21
12086383,5520,160716,11009,6955,2149,1905,,397126,,,-225401,200,,66114,66114,75690,0,9576,0,10237,3
12204420,6492,850611,5951413,200107,4817513,933793,,1163609,,,5638415,800820,,3722586,3722666,2673253,1049413,0,880822,0,62
12278982,1520,3524263,1102095,57317,857509,187269,,679924,,,3946434,200,,6367334,6360623,6329579,31044,0,9024,0,103
12337167,1610,544573,1582047,219846,1338581,23620,0,1117304,0,0,1009316,200,0,4056192,4178136,4162011,16125,0,12976,0,22
12364790,4675,882641,427438,113818,157507,41498,933,514947,,,796065,1000,,1079679,1093727,1299716,0,205989,0,205989,10
12507245,4711,0,0,,0,,,0,,,0,,,0,0,0,0,0,0,0,
12507261,812,1115129,1720030,154585,1498795,66650,6118,2520945,,,320332,200,,3138565,3238487,3425375,0,186888,0,186888,22
12549313,1413,278772,976044,,964567,11477,,3735910,,,-2481094,6280,,3215494,3229164,3181844,47320,0,47320,0,89
12697999,4941,1820939,5142306,134930,5000392,6984,2226,5772635,,,1192836,200,,5413435,5424537,4954826,469711,0,405539,0,19
12764702,4939,146446,198539,43392,69470,85677,,384345,,,-39360,200,,296654,311059,214844,96215,0,93162,0,1
12832149,5610,1690432,219384,111001,3429,104954,548,789643,,,1120721,200,,6187797,6198491,5060914,1137577,0,1104472,0,40
12924110,4520,,,,,,,76184,,,-76184,200,,0,0,,0,0,0,0,
12954553,5610,1169473,1052949,473967,571918,7064,52666,1849085,387342,,38661,10000,,4129562,4679439,4649809,29630,0,11013,0,63
13080591,4779,915923,10700536,10688721,3364,8451,,17671185,,,-6054726,200,,9436517,9480413,9427857,52556,0,44012,0,
13114945,7320,29814,12015,265,10095,1655,,94156,,,-52327,200,,61452,62448,44492,17956,0,17171,0,1
13122239,4719,,4034,1944,,2090,,5977,,,-1943,200,,88016,88016,91701,0,3685,0,4565,
13122247,3101,1111089,2941022,1139659,1393900,407463,,1179496,,123384,2749231,101000,,2620543,2598816,2272700,326116,0,273937,0,12
13231961,4673,815146,1067104,333336,730437,3331,,814853,,,1067397,20200,,1727534,1743225,1740590,2635,0,1829,0,3
13301331,3109,1618653,2157507,986746,1169610,1151,20647,2682923,173889,,939995,3000,,2937798,3112763,3101274,11489,0,10781,0,28
13330574,2562,1229730,1145832,88475,376940,680417,10276,314689,436275,,1634874,20000,,2421919,2574069,2165217,408852,0,376981,0,31
13388096,8030,35717,6655,,4691,1964,,103285,,,-60913,200,,0,0,,0,0,0,0,
13423606,2442,8948,12720,,12168,552,,2652,,,19016,30000,,19546,18675,13738,4937,0,4742,0,1
13448295,3109,5497484,3254489,2280038,806696,167755,,851043,1302702,,6598228,200,,6049699,6425653,5879143,546510,0,467443,0,46
13487774,1610,1911309,2454886,1925164,498695,31027,,3096267,,,1269928,1438020,,4676681,9434460,9346062,88398,0,88398,0,38
13541911,4719,239852,995174,939137,44592,11445,5572,952264,4785,,283549,200,,4672058,4672957,4407809,265148,0,227021,0,16
32322900,4941,1568828,2433580,56877,2353110,23593,43527,2887509,,,1158426,4450,,9028772,9448365,9198277,250088,0,208601,0,12
32360245,4941,1053969,1221040,294,1153010,67736,,1871049,,,403960,200,,4704691,4763427,4633939,129488,0,102304,0,18
32417104,5630,,104030,22925,10182,70923,,24649,,,79381,200,,212395,212397,170484,41913,0,39788,0,3
32425140,4765,,11807,8235,331,3241,225,129309,,,-117277,200,,70372,70372,94931,0,24559,0,25263,2
32500187,4771,,375659,,21945,353714,,9489,,,366170,200,,315004,315004,45845,269159,0,266478,0,2
32599073,4941,65612,1131814,90684,738819,302311,,766286,,,431140,200,,4525423,4546403,4438387,108016,0,87634,0,7
32696181,4941,1374045,1157252,14301,777332,365619,36272,2512658,,,54911,200,,4706220,4825748,4800932,24816,0,1258,0,12
32715046,4711,15992,90329,85065,,5264,,69768,,,36553,200,,288765,289059,286079,2980,0,92,0,3
32731718,5630,,50217,5341,,44876,,1972,,,48245,200,,98838,98839,35212,63627,0,62639,0,1
32834985,4711,,123049,19364,2473,101212,,53440,,,69609,200,,310557,311504,272539,38965,0,35849,0,1
32838758,1071,,62793,6950,32627,23216,,30946,,,31847,200,,293029,358562,362959,0,4397,0,7328,6
32869100,4120,323889,1554007,1032794,189151,332062,106000,381274,,,1602622,220,,1218132,1875387,1633220,242167,0,202535,0,19
32869126,4120,1421957,1350692,706830,22554,621308,,281424,,492476,1998749,220,,968441,1559753,1495847,63906,0,54222,0,8
